scenario,request_id,timestamp_sec,latency_ms
json_serialization,152,0.486,22.694
json_serialization,153,0.495,16.850
json_serialization,154,0.495,22.398
json_serialization,155,0.497,20.558
json_serialization,156,0.494,24.689
json_serialization,157,0.500,24.048
json_serialization,158,0.498,25.545
json_serialization,159,0.503,25.486
json_serialization,160,0.504,25.845
json_serialization,161,0.509,25.139
json_serialization,162,0.509,28.211
json_serialization,163,0.511,27.484
json_serialization,164,0.519,20.961
json_serialization,165,0.518,26.341
json_serialization,166,0.519,26.058
json_serialization,167,0.524,22.736
json_serialization,168,0.524,24.478
json_serialization,169,0.534,22.292
json_serialization,170,0.530,29.630
json_serialization,171,0.528,30.963
json_serialization,172,0.540,38.758
json_serialization,173,0.538,65.103
json_serialization,174,0.540,64.732
json_serialization,175,0.545,60.791
json_serialization,176,0.545,66.169
json_serialization,177,0.547,68.390
json_serialization,178,0.549,69.164
json_serialization,179,0.557,63.895
json_serialization,180,0.560,68.969
json_serialization,181,0.559,72.121
json_serialization,182,0.579,55.369
json_serialization,183,0.603,35.889
json_serialization,184,0.604,38.519
json_serialization,185,0.611,37.616
json_serialization,186,0.606,44.124
json_serialization,187,0.615,39.260
json_serialization,188,0.618,37.609
json_serialization,189,0.620,38.629
json_serialization,190,0.629,32.870
json_serialization,191,0.632,31.268
json_serialization,192,0.634,29.732
json_serialization,193,0.639,30.583
json_serialization,194,0.650,25.262
json_serialization,195,0.643,32.932
json_serialization,196,0.649,27.380
json_serialization,197,0.654,24.476
json_serialization,198,0.655,23.442
json_serialization,199,0.659,21.596
json_serialization,200,0.663,25.410
json_serialization,201,0.664,25.258
json_serialization,202,0.669,23.107
json_serialization,203,0.662,32.872
json_serialization,204,0.675,22.123
json_serialization,205,0.677,24.779
json_serialization,206,0.676,28.245
json_serialization,207,0.679,27.766
json_serialization,208,0.679,30.296
json_serialization,209,0.681,31.091
json_serialization,210,0.688,24.445
json_serialization,211,0.690,31.524
json_serialization,212,0.694,31.419
json_serialization,213,0.695,33.523
json_serialization,214,0.697,32.746
json_serialization,215,0.702,30.499
json_serialization,216,0.704,30.374
json_serialization,217,0.709,28.708
json_serialization,218,0.707,32.854
json_serialization,219,0.721,29.422
json_serialization,220,0.712,38.824
json_serialization,221,0.725,25.445
json_serialization,222,0.713,38.935
json_serialization,223,0.728,25.156
json_serialization,224,0.735,23.005
json_serialization,225,0.732,25.563
json_serialization,226,0.730,28.954
json_serialization,227,0.738,21.954
json_serialization,228,0.739,22.708
json_serialization,229,0.751,13.460
json_serialization,230,0.752,15.099
json_serialization,231,0.753,16.052
json_serialization,232,0.753,18.040
json_serialization,233,0.751,25.024
json_serialization,234,0.758,19.411
json_serialization,235,0.759,21.788
json_serialization,236,0.761,23.980
json_serialization,237,0.762,27.258
json_serialization,238,0.765,25.258
json_serialization,239,0.759,31.246
json_serialization,240,0.767,25.552
json_serialization,241,0.769,25.813
json_serialization,242,0.771,24.464
json_serialization,243,0.776,21.371
json_serialization,244,0.778,22.028
json_serialization,245,0.785,18.768
json_serialization,246,0.781,24.078
json_serialization,247,0.790,21.094
json_serialization,248,0.790,23.632
json_serialization,249,0.790,31.832
json_serialization,250,0.795,27.740
json_serialization,251,0.792,30.094
json_serialization,252,0.796,28.697
json_serialization,253,0.800,26.394
json_serialization,254,0.798,31.853
json_serialization,255,0.803,27.655
json_serialization,256,0.805,28.088
json_serialization,257,0.811,23.821
json_serialization,258,0.814,26.573
json_serialization,259,0.823,21.517
json_serialization,260,0.823,22.716
json_serialization,261,0.823,23.885
json_serialization,262,0.825,24.018
json_serialization,263,0.831,19.576
json_serialization,264,0.833,18.704
json_serialization,265,0.827,28.998
json_serialization,266,0.835,25.463
json_serialization,267,0.830,31.322
json_serialization,268,0.840,21.741
json_serialization,269,0.845,20.142
json_serialization,270,0.845,20.785
json_serialization,271,0.847,21.152
json_serialization,272,0.849,23.678
json_serialization,273,0.852,22.141
json_serialization,274,0.851,22.924
json_serialization,275,0.856,21.624
json_serialization,276,0.861,18.506
json_serialization,277,0.865,19.993
json_serialization,278,0.862,24.432
json_serialization,279,0.861,25.640
json_serialization,280,0.868,21.394
json_serialization,281,0.866,25.748
json_serialization,282,0.873,20.892
json_serialization,283,0.874,21.341
json_serialization,284,0.886,32.252
json_serialization,285,0.879,38.391
json_serialization,286,0.875,44.790
json_serialization,287,0.890,29.118
json_serialization,288,0.887,32.365
json_serialization,289,0.888,45.919
json_serialization,290,0.877,61.350
json_serialization,291,0.892,46.252
json_serialization,292,0.895,60.974
json_serialization,293,0.919,37.351
json_serialization,294,0.920,38.620
json_serialization,295,0.920,38.232
json_serialization,296,0.920,38.554
json_serialization,297,0.939,22.961
json_serialization,298,0.934,28.076
json_serialization,299,0.919,44.250
json_serialization,300,0.896,76.128
json_serialization,301,0.939,53.351
json_serialization,302,0.956,54.150
json_serialization,303,0.959,51.715
json_serialization,304,0.956,55.770
json_serialization,305,0.959,62.849
json_serialization,306,0.972,56.951
json_serialization,307,0.964,66.101
json_serialization,308,0.963,68.236
json_serialization,309,0.962,68.717
json_serialization,310,0.959,72.258
json_serialization,311,1.011,26.093
json_serialization,312,0.992,45.164
json_serialization,313,1.010,28.343
json_serialization,314,1.012,28.374
json_serialization,315,1.022,20.059
json_serialization,316,1.029,15.011
json_serialization,317,1.032,17.019
json_serialization,318,1.032,17.475
json_serialization,319,1.031,21.542
json_serialization,320,1.031,21.769
json_serialization,321,1.037,19.082
json_serialization,322,1.039,19.977
json_serialization,323,1.038,22.127
json_serialization,324,1.041,22.095
json_serialization,325,1.042,22.086
json_serialization,326,1.049,19.316
json_serialization,327,1.044,24.591
json_serialization,328,1.050,20.285
json_serialization,329,1.053,19.105
json_serialization,330,1.053,21.395
json_serialization,331,1.056,19.478
json_serialization,332,1.059,19.540
json_serialization,333,1.060,20.897
json_serialization,334,1.063,20.873
json_serialization,335,1.069,20.209
json_serialization,336,1.064,25.049
json_serialization,337,1.070,19.130
json_serialization,338,1.069,21.364
json_serialization,339,1.072,20.199
json_serialization,340,1.074,21.349
json_serialization,341,1.076,30.137
json_serialization,342,1.078,47.097
json_serialization,343,1.084,44.697
json_serialization,344,1.081,47.826
json_serialization,345,1.089,42.423
json_serialization,346,1.091,42.612
json_serialization,347,1.090,46.937
json_serialization,348,1.093,45.761
json_serialization,349,1.096,45.035
json_serialization,350,1.090,53.471
json_serialization,351,1.106,39.467
json_serialization,352,1.125,21.433
json_serialization,353,1.129,22.950
json_serialization,354,1.132,24.967
json_serialization,355,1.128,32.225
json_serialization,356,1.141,20.062
json_serialization,357,1.133,27.265
json_serialization,358,1.137,24.199
json_serialization,359,1.139,23.727
json_serialization,360,1.143,23.606
json_serialization,361,1.145,23.038
json_serialization,362,1.147,22.537
json_serialization,363,1.152,19.092
json_serialization,364,1.157,15.808
json_serialization,365,1.161,13.314
json_serialization,366,1.161,13.979
json_serialization,367,1.168,9.594
json_serialization,368,1.162,18.172
json_serialization,369,1.162,23.099
json_serialization,370,1.172,15.135
json_serialization,371,1.169,19.573
json_serialization,372,1.175,15.981
json_serialization,373,1.162,33.023
json_serialization,374,1.173,23.169
json_serialization,375,1.181,17.887
json_serialization,376,1.170,28.890
json_serialization,377,1.189,14.174
json_serialization,378,1.193,13.182
json_serialization,379,1.188,22.417
json_serialization,380,1.186,24.975
json_serialization,381,1.198,14.982
json_serialization,382,1.196,18.253
json_serialization,383,1.176,39.490
json_serialization,384,1.179,39.834
json_serialization,385,1.200,20.736
json_serialization,386,1.204,19.238
json_serialization,387,1.207,18.058
json_serialization,388,1.199,27.574
json_serialization,389,1.210,18.115
json_serialization,390,1.211,19.399
json_serialization,391,1.213,19.048
json_serialization,392,1.214,20.257
json_serialization,393,1.215,20.764
json_serialization,394,1.220,20.343
json_serialization,395,1.219,22.197
json_serialization,396,1.223,19.094
json_serialization,397,1.225,19.904
json_serialization,398,1.227,19.660
json_serialization,399,1.228,20.256
json_serialization,400,1.231,19.615
json_serialization,401,1.232,19.322
json_serialization,402,1.234,19.099
json_serialization,403,1.236,19.013
json_serialization,404,1.241,15.734
json_serialization,405,1.242,16.518
json_serialization,406,1.241,21.585
json_serialization,407,1.245,19.377
json_serialization,408,1.247,19.395
json_serialization,409,1.249,18.643
json_serialization,410,1.254,19.017
json_serialization,411,1.252,20.833
json_serialization,412,1.251,22.203
json_serialization,413,1.255,19.966
json_serialization,414,1.257,20.836
json_serialization,415,1.259,20.791
json_serialization,416,1.263,18.329
json_serialization,417,1.264,19.847
json_serialization,418,1.266,19.483
json_serialization,419,1.267,19.836
json_serialization,420,1.273,16.082
json_serialization,421,1.273,17.074
json_serialization,422,1.275,17.676
json_serialization,423,1.273,22.292
json_serialization,424,1.278,19.578
json_serialization,425,1.280,20.741
json_serialization,426,1.281,20.881
json_serialization,427,1.284,21.319
json_serialization,428,1.286,21.560
json_serialization,429,1.287,21.156
json_serialization,430,1.289,21.641
json_serialization,431,1.290,21.233
json_serialization,432,1.293,20.249
json_serialization,433,1.296,19.106
json_serialization,434,1.297,20.286
json_serialization,435,1.301,19.682
json_serialization,436,1.302,20.028
json_serialization,437,1.305,18.742
json_serialization,438,1.307,18.497
json_serialization,439,1.309,18.866
json_serialization,440,1.311,18.151
json_serialization,441,1.312,19.341
json_serialization,442,1.313,21.879
json_serialization,443,1.315,24.615
json_serialization,444,1.318,24.122
json_serialization,445,1.320,23.308
json_serialization,446,1.322,23.232
json_serialization,447,1.324,24.153
json_serialization,448,1.326,26.781
json_serialization,449,1.327,26.501
json_serialization,450,1.329,28.212
json_serialization,451,1.331,29.077
json_serialization,452,1.335,27.118
json_serialization,453,1.339,24.335
json_serialization,454,1.342,23.922
json_serialization,455,1.344,23.706
json_serialization,456,1.346,24.661
json_serialization,457,1.348,24.613
json_serialization,458,1.353,24.075
json_serialization,459,1.354,24.870
json_serialization,460,1.357,23.621
json_serialization,461,1.360,22.095
json_serialization,462,1.362,22.004
json_serialization,463,1.366,23.244
json_serialization,464,1.364,25.185
json_serialization,465,1.367,23.006
json_serialization,466,1.370,24.395
json_serialization,467,1.373,24.587
json_serialization,468,1.377,20.816
json_serialization,469,1.379,21.611
json_serialization,470,1.382,21.301
json_serialization,471,1.381,27.969
json_serialization,472,1.384,24.314
json_serialization,473,1.389,20.701
json_serialization,474,1.391,19.266
json_serialization,475,1.389,24.161
json_serialization,476,1.400,19.088
json_serialization,477,1.403,16.987
json_serialization,478,1.395,27.326
json_serialization,479,1.409,13.078
json_serialization,480,1.398,29.720
json_serialization,481,1.409,20.506
json_serialization,482,1.410,18.987
json_serialization,483,1.410,20.821
json_serialization,484,1.397,34.333
json_serialization,485,1.428,7.125
json_serialization,486,1.414,22.281
json_serialization,487,1.421,17.380
json_serialization,488,1.420,20.089
json_serialization,489,1.422,20.744
json_serialization,490,1.422,21.552
json_serialization,491,1.431,27.282
json_serialization,492,1.432,26.057
json_serialization,493,1.429,30.355
json_serialization,494,1.430,30.140
json_serialization,495,1.435,30.897
json_serialization,496,1.444,32.465
json_serialization,497,1.438,39.925
json_serialization,498,1.436,43.347
json_serialization,499,1.443,37.876
json_serialization,500,1.459,25.966
json_serialization,501,1.460,25.524
json_serialization,502,1.458,28.450
json_serialization,503,1.460,26.651
json_serialization,504,1.440,47.205
json_serialization,505,1.466,23.480
json_serialization,506,1.479,10.963
json_serialization,507,1.481,11.329
json_serialization,508,1.478,16.873
json_serialization,509,1.476,20.923
json_serialization,510,1.486,13.971
json_serialization,511,1.485,17.266
json_serialization,512,1.487,18.011
json_serialization,513,1.490,28.712
json_serialization,514,1.488,53.266
json_serialization,515,1.487,65.421
json_serialization,516,1.493,63.632
json_serialization,517,1.490,68.000
json_serialization,518,1.495,64.203
json_serialization,519,1.497,64.499
json_serialization,520,1.500,76.828
json_serialization,521,1.505,72.185
json_serialization,522,1.519,59.963
json_serialization,523,1.541,40.791
json_serialization,524,1.502,79.530
json_serialization,525,1.553,31.342
json_serialization,526,1.556,34.724
json_serialization,527,1.558,36.236
json_serialization,528,1.559,34.834
json_serialization,529,1.562,33.834
json_serialization,530,1.577,19.747
json_serialization,531,1.578,34.896
json_serialization,532,1.579,35.601
json_serialization,533,1.582,32.927
json_serialization,534,1.594,53.224
json_serialization,535,1.594,52.969
json_serialization,536,1.596,54.862
json_serialization,537,1.591,59.625
json_serialization,538,1.597,53.700
json_serialization,539,1.585,67.881
json_serialization,540,1.582,71.375
json_serialization,541,1.615,40.882
json_serialization,542,1.616,41.722
json_serialization,543,1.614,44.123
json_serialization,544,1.648,12.260
json_serialization,545,1.651,11.874
json_serialization,546,1.655,10.656
json_serialization,547,1.652,17.932
json_serialization,548,1.653,18.298
json_serialization,549,1.652,22.295
json_serialization,550,1.664,12.435
json_serialization,551,1.649,31.836
json_serialization,552,1.670,32.763
json_serialization,553,1.657,74.946
json_serialization,554,1.658,79.033
json_serialization,555,1.659,78.231
json_serialization,556,1.661,76.751
json_serialization,557,1.671,67.342
json_serialization,558,1.681,59.232
json_serialization,559,1.666,81.301
json_serialization,560,1.677,71.928
json_serialization,561,1.702,51.242
json_serialization,562,1.674,79.449
json_serialization,563,1.739,23.488
json_serialization,564,1.738,24.907
json_serialization,565,1.740,23.469
json_serialization,566,1.732,33.239
json_serialization,567,1.737,29.268
json_serialization,568,1.754,17.025
json_serialization,569,1.749,23.756
json_serialization,570,1.747,26.565
json_serialization,571,1.738,37.035
json_serialization,572,1.754,25.982
json_serialization,573,1.772,16.755
json_serialization,574,1.775,15.214
json_serialization,575,1.763,31.368
json_serialization,576,1.764,29.524
json_serialization,577,1.766,30.595
json_serialization,578,1.763,35.583
json_serialization,579,1.771,27.498
json_serialization,580,1.767,35.150
json_serialization,581,1.774,30.022
json_serialization,582,1.791,15.967
json_serialization,583,1.789,28.805
json_serialization,584,1.804,20.135
json_serialization,585,1.794,29.887
json_serialization,586,1.794,31.973
json_serialization,587,1.780,49.699
json_serialization,588,1.796,33.096
json_serialization,589,1.800,30.152
json_serialization,590,1.800,49.639
json_serialization,591,1.803,54.291
json_serialization,592,1.807,57.575
json_serialization,593,1.818,49.066
json_serialization,594,1.825,44.276
json_serialization,595,1.824,44.704
json_serialization,596,1.826,56.554
json_serialization,597,1.831,54.794
json_serialization,598,1.830,57.673
json_serialization,599,1.830,59.616
json_serialization,600,1.849,43.224
json_serialization,601,1.858,36.305
json_serialization,602,1.864,30.469
json_serialization,603,1.869,31.676
json_serialization,604,1.869,33.431
json_serialization,605,1.867,37.398
json_serialization,606,1.883,23.532
json_serialization,607,1.885,23.475
json_serialization,608,1.889,21.795
json_serialization,609,1.889,29.278
json_serialization,610,1.893,27.956
json_serialization,611,1.894,29.137
json_serialization,612,1.895,30.129
json_serialization,613,1.901,26.085
json_serialization,614,1.903,25.907
json_serialization,615,1.904,25.725
json_serialization,616,1.909,28.475
json_serialization,617,1.906,31.217
json_serialization,618,1.910,32.999
json_serialization,619,1.919,30.971
json_serialization,620,1.927,24.023
json_serialization,621,1.925,25.679
json_serialization,622,1.923,31.874
json_serialization,623,1.930,25.304
json_serialization,624,1.938,18.943
json_serialization,625,1.929,28.152
json_serialization,626,1.921,36.804
json_serialization,627,1.937,22.318
json_serialization,628,1.951,9.782
json_serialization,629,1.950,13.167
json_serialization,630,1.951,13.731
json_serialization,631,1.943,23.241
json_serialization,632,1.956,12.324
json_serialization,633,1.957,14.092
json_serialization,634,1.958,14.402
json_serialization,635,1.961,13.939
json_serialization,636,1.963,13.128
json_serialization,637,1.966,11.956
json_serialization,638,1.967,11.810
json_serialization,639,1.969,11.649
json_serialization,640,1.962,19.721
json_serialization,641,1.958,26.009
json_serialization,642,1.971,14.569
json_serialization,643,1.973,15.429
json_serialization,644,1.956,33.799
json_serialization,645,1.975,17.229
json_serialization,646,1.976,17.705
json_serialization,647,1.978,17.907
json_serialization,648,1.979,18.785
json_serialization,649,1.980,19.284
json_serialization,650,1.982,18.677
json_serialization,651,1.984,18.579
json_serialization,652,1.988,20.427
json_serialization,653,1.990,18.780
json_serialization,654,1.986,23.198
json_serialization,655,1.992,18.419
json_serialization,656,1.994,18.313
json_serialization,657,1.996,18.257
json_serialization,658,1.998,18.568
json_serialization,659,2.000,17.880
json_serialization,660,2.001,17.912
json_serialization,661,2.002,18.844
json_serialization,662,2.009,12.698
json_serialization,663,2.009,14.667
json_serialization,664,2.011,14.818
json_serialization,665,2.010,17.275
json_serialization,666,2.013,16.507
json_serialization,667,2.014,17.447
json_serialization,668,2.017,17.594
json_serialization,669,2.019,17.192
json_serialization,670,2.018,19.146
json_serialization,671,2.021,17.589
json_serialization,672,2.022,18.356
json_serialization,673,2.024,17.597
json_serialization,674,2.026,17.486
json_serialization,675,2.027,18.066
json_serialization,676,2.029,18.279
json_serialization,677,2.031,19.293
json_serialization,678,2.034,18.398
json_serialization,679,2.036,18.066
json_serialization,680,2.037,18.419
json_serialization,681,2.039,18.418
json_serialization,682,2.040,29.015
json_serialization,683,2.042,40.328
json_serialization,684,2.043,51.334
json_serialization,685,2.045,59.691
json_serialization,686,2.047,57.454
json_serialization,687,2.051,56.865
json_serialization,688,2.053,56.741
json_serialization,689,2.054,55.412
json_serialization,690,2.056,53.942
json_serialization,691,2.057,54.548
json_serialization,692,2.069,43.886
json_serialization,693,2.095,25.639
json_serialization,694,2.105,16.380
json_serialization,695,2.082,39.956
json_serialization,696,2.105,20.717
json_serialization,697,2.108,19.537
json_serialization,698,2.110,17.893
json_serialization,699,2.110,20.415
json_serialization,700,2.112,25.879
json_serialization,701,2.122,19.260
json_serialization,702,2.110,33.136
json_serialization,703,2.114,29.902
json_serialization,704,2.120,23.924
json_serialization,705,2.122,23.837
json_serialization,706,2.126,20.975
json_serialization,707,2.127,24.325
json_serialization,708,2.128,29.097
json_serialization,709,2.130,28.248
json_serialization,710,2.138,22.268
json_serialization,711,2.141,23.587
json_serialization,712,2.143,22.080
json_serialization,713,2.144,22.851
json_serialization,714,2.146,22.064
json_serialization,715,2.145,26.497
json_serialization,716,2.147,24.428
json_serialization,717,2.152,25.282
json_serialization,718,2.158,22.751
json_serialization,719,2.157,24.082
json_serialization,720,2.160,22.128
json_serialization,721,2.168,17.578
json_serialization,722,2.165,21.380
json_serialization,723,2.166,21.903
json_serialization,724,2.172,21.282
json_serialization,725,2.171,21.914
json_serialization,726,2.167,28.039
json_serialization,727,2.177,21.053
json_serialization,728,2.182,21.231
json_serialization,729,2.182,21.493
json_serialization,730,2.186,19.136
json_serialization,731,2.186,20.323
json_serialization,732,2.188,19.622
json_serialization,733,2.182,26.818
json_serialization,734,2.193,16.590
json_serialization,735,2.193,19.325
json_serialization,736,2.195,19.415
json_serialization,737,2.203,16.027
json_serialization,738,2.198,20.840
json_serialization,739,2.204,17.290
json_serialization,740,2.205,17.694
json_serialization,741,2.207,33.101
json_serialization,742,2.208,32.940
json_serialization,743,2.209,31.956
json_serialization,744,2.212,40.517
json_serialization,745,2.221,35.560
json_serialization,746,2.210,47.005
json_serialization,747,2.219,58.963
json_serialization,748,2.223,55.875
json_serialization,749,2.215,64.618
json_serialization,750,2.219,61.800
json_serialization,751,2.240,42.894
json_serialization,752,2.241,48.160
json_serialization,753,2.253,38.915
json_serialization,754,2.257,36.197
json_serialization,755,2.241,52.093
json_serialization,756,2.257,37.040
json_serialization,757,2.283,13.648
json_serialization,758,2.281,19.989
json_serialization,759,2.280,25.126
json_serialization,760,2.278,26.870
json_serialization,761,2.289,20.742
json_serialization,762,2.279,32.436
json_serialization,763,2.292,24.912
json_serialization,764,2.293,23.411
json_serialization,765,2.296,22.936
json_serialization,766,2.295,25.860
json_serialization,767,2.294,30.063
json_serialization,768,2.301,23.645
json_serialization,769,2.305,21.957
json_serialization,770,2.310,19.396
json_serialization,771,2.305,23.941
json_serialization,772,2.311,18.978
json_serialization,773,2.317,14.990
json_serialization,774,2.317,17.178
json_serialization,775,2.319,16.584
json_serialization,776,2.321,17.593
json_serialization,777,2.325,15.582
json_serialization,778,2.327,15.691
json_serialization,779,2.324,19.563
json_serialization,780,2.329,15.732
json_serialization,781,2.330,16.831
json_serialization,782,2.331,17.909
json_serialization,783,2.332,17.969
json_serialization,784,2.334,17.806
json_serialization,785,2.336,18.565
json_serialization,786,2.338,18.329
json_serialization,787,2.341,18.712
json_serialization,788,2.342,19.448
json_serialization,789,2.343,19.681
json_serialization,790,2.345,20.004
json_serialization,791,2.347,20.324
json_serialization,792,2.349,20.040
json_serialization,793,2.350,20.803
json_serialization,794,2.352,20.047
json_serialization,795,2.355,19.782
json_serialization,796,2.357,19.723
json_serialization,797,2.359,19.537
json_serialization,798,2.362,18.804
json_serialization,799,2.363,19.414
json_serialization,800,2.365,19.026
json_serialization,801,2.367,19.150
json_serialization,802,2.369,18.634
json_serialization,803,2.371,18.646
json_serialization,804,2.372,18.673
json_serialization,805,2.374,18.157
json_serialization,806,2.376,18.558
json_serialization,807,2.379,17.829
json_serialization,808,2.381,18.782
json_serialization,809,2.386,18.613
json_serialization,810,2.384,20.705
json_serialization,811,2.383,23.402
json_serialization,812,2.387,20.208
json_serialization,813,2.390,19.509
json_serialization,814,2.391,20.272
json_serialization,815,2.392,20.367
json_serialization,816,2.395,20.065
json_serialization,817,2.397,21.961
json_serialization,818,2.399,21.131
json_serialization,819,2.405,17.045
json_serialization,820,2.406,18.861
json_serialization,821,2.406,20.325
json_serialization,822,2.409,18.498
json_serialization,823,2.409,20.700
json_serialization,824,2.411,21.348
json_serialization,825,2.413,22.219
json_serialization,826,2.415,21.979
json_serialization,827,2.419,20.253
json_serialization,828,2.421,20.628
json_serialization,829,2.422,21.028
json_serialization,830,2.425,20.391
json_serialization,831,2.426,20.130
json_serialization,832,2.428,21.092
json_serialization,833,2.429,21.248
json_serialization,834,2.433,19.192
json_serialization,835,2.435,18.994
json_serialization,836,2.437,18.806
json_serialization,837,2.439,19.649
json_serialization,838,2.441,19.872
json_serialization,839,2.443,19.085
json_serialization,840,2.445,19.364
json_serialization,841,2.447,19.205
json_serialization,842,2.449,19.438
json_serialization,843,2.451,18.617
json_serialization,844,2.452,18.906
json_serialization,845,2.454,17.923
json_serialization,846,2.456,17.893
json_serialization,847,2.459,18.230
json_serialization,848,2.461,17.376
json_serialization,849,2.463,18.342
json_serialization,850,2.464,18.379
json_serialization,851,2.466,18.563
json_serialization,852,2.468,27.962
json_serialization,853,2.469,38.925
json_serialization,854,2.471,45.558
json_serialization,855,2.472,48.111
json_serialization,856,2.474,48.805
json_serialization,857,2.477,48.213
json_serialization,858,2.478,50.196
json_serialization,859,2.481,49.943
json_serialization,860,2.483,50.327
json_serialization,861,2.484,50.373
json_serialization,862,2.496,39.979
json_serialization,863,2.508,29.589
json_serialization,864,2.517,23.720
json_serialization,865,2.520,21.665
json_serialization,866,2.523,21.471
json_serialization,867,2.525,21.371
json_serialization,868,2.529,22.126
json_serialization,869,2.531,22.182
json_serialization,870,2.533,21.252
json_serialization,871,2.535,21.038
